==========================================
SLURM_JOB_ID = 750651
SLURM_NODELIST = gnode069
SLURM_JOB_GPUS = 0
==========================================
wandb: Currently logged in as: loki-777. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.13.2
wandb: Run data is saved locally in /home2/vijay.vignesh/loki/pytorch-modular/main/wandb/run-20220901_182844-jh7ewum3
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run JointLearning-MallesNet-500epochs2022-09-01 18:28:40.443142
wandb: ⭐️ View project at https://wandb.ai/loki-777/joint-learning
wandb: 🚀 View run at https://wandb.ai/loki-777/joint-learning/runs/jh7ewum3
-------JointModel | MallesNet | cuda:0-------
...TRAINING...
/home2/vijay.vignesh/miniconda3/envs/loki/lib/python3.9/site-packages/monai/losses/dice.py:150: UserWarning: single channel prediction, `include_background=False` ignored.
  warnings.warn("single channel prediction, `include_background=False` ignored.")
Epoch: 1 | train_loss: 3475.9059 | segmentation_loss: 0.9759 | reconstruction_loss: 3474.9297 | val_loss: 3282.8378 | 
Epoch: 37 | train_loss: 820.2338 | segmentation_loss: 0.8452 | reconstruction_loss: 819.3886 | val_loss: 836.8975 | 
Epoch: 38 | train_loss: 815.7521 | segmentation_loss: 0.8386 | reconstruction_loss: 814.9136 | val_loss: 843.0513 | 
Epoch: 39 | train_loss: 823.4274 | segmentation_loss: 0.8339 | reconstruction_loss: 822.5936 | val_loss: 851.3370 | 
Epoch: 40 | train_loss: 804.1695 | segmentation_loss: 0.8282 | reconstruction_loss: 803.3416 | val_loss: 825.0905 | 
Epoch: 41 | train_loss: 805.7714 | segmentation_loss: 0.8223 | reconstruction_loss: 804.9490 | val_loss: 822.9787 | 
Epoch: 42 | train_loss: 799.9530 | segmentation_loss: 0.8112 | reconstruction_loss: 799.1417 | val_loss: 814.6063 | 
Epoch: 43 | train_loss: 788.8358 | segmentation_loss: 0.8024 | reconstruction_loss: 788.0333 | val_loss: 805.6550 | 
Epoch: 44 | train_loss: 791.1609 | segmentation_loss: 0.7931 | reconstruction_loss: 790.3678 | val_loss: 803.2973 | 
Epoch: 45 | train_loss: 800.9236 | segmentation_loss: 0.7835 | reconstruction_loss: 800.1399 | val_loss: 815.1792 | 
Epoch: 46 | train_loss: 781.0112 | segmentation_loss: 0.7740 | reconstruction_loss: 780.2371 | val_loss: 805.7215 | 
Epoch: 47 | train_loss: 775.6964 | segmentation_loss: 0.7633 | reconstruction_loss: 774.9332 | val_loss: 790.4251 | 
Epoch: 48 | train_loss: 778.9896 | segmentation_loss: 0.7543 | reconstruction_loss: 778.2355 | val_loss: 783.7347 | 
Epoch: 49 | train_loss: 773.6480 | segmentation_loss: 0.7466 | reconstruction_loss: 772.9014 | val_loss: 781.0850 | 
Epoch: 50 | train_loss: 765.2030 | segmentation_loss: 0.7363 | reconstruction_loss: 764.4667 | val_loss: 783.1534 | 
Epoch: 51 | train_loss: 763.1051 | segmentation_loss: 0.7234 | reconstruction_loss: 762.3817 | val_loss: 807.0262 | 
Epoch: 52 | train_loss: 757.0402 | segmentation_loss: 0.7099 | reconstruction_loss: 756.3304 | val_loss: 787.7059 | 
Epoch: 53 | train_loss: 750.7256 | segmentation_loss: 0.6976 | reconstruction_loss: 750.0280 | val_loss: 795.5917 | 
Epoch: 54 | train_loss: 744.5672 | segmentation_loss: 0.6846 | reconstruction_loss: 743.8824 | val_loss: 769.0093 | 
Epoch: 55 | train_loss: 738.5420 | segmentation_loss: 0.6709 | reconstruction_loss: 737.8710 | val_loss: 778.2186 | 
Epoch: 56 | train_loss: 740.6019 | segmentation_loss: 0.6584 | reconstruction_loss: 739.9435 | val_loss: 781.8684 | 
Epoch: 57 | train_loss: 730.5495 | segmentation_loss: 0.6453 | reconstruction_loss: 729.9041 | val_loss: 778.7360 | 
Epoch: 58 | train_loss: 728.5919 | segmentation_loss: 0.6338 | reconstruction_loss: 727.9580 | val_loss: 760.2158 | 
Epoch: 59 | train_loss: 735.7425 | segmentation_loss: 0.6249 | reconstruction_loss: 735.1177 | val_loss: 756.8342 | 
Epoch: 60 | train_loss: 724.2555 | segmentation_loss: 0.6143 | reconstruction_loss: 723.6413 | val_loss: 759.7735 | 
Epoch: 61 | train_loss: 711.6447 | segmentation_loss: 0.6007 | reconstruction_loss: 711.0440 | val_loss: 726.8836 | 
Epoch: 62 | train_loss: 701.6030 | segmentation_loss: 0.5916 | reconstruction_loss: 701.0117 | val_loss: 728.8390 | 
Epoch: 63 | train_loss: 705.1683 | segmentation_loss: 0.5776 | reconstruction_loss: 704.5908 | val_loss: 733.9306 | 
Epoch: 64 | train_loss: 693.4398 | segmentation_loss: 0.5636 | reconstruction_loss: 692.8762 | val_loss: 727.0805 | 
Epoch: 65 | train_loss: 685.2552 | segmentation_loss: 0.5484 | reconstruction_loss: 684.7067 | val_loss: 711.3682 | 
Epoch: 66 | train_loss: 697.0097 | segmentation_loss: 0.5364 | reconstruction_loss: 696.4733 | val_loss: 725.8089 | 
Epoch: 67 | train_loss: 694.5442 | segmentation_loss: 0.5257 | reconstruction_loss: 694.0185 | val_loss: 716.6535 | 
Epoch: 68 | train_loss: 679.3938 | segmentation_loss: 0.5159 | reconstruction_loss: 678.8778 | val_loss: 729.4075 | 
Epoch: 69 | train_loss: 702.7488 | segmentation_loss: 0.5052 | reconstruction_loss: 702.2435 | val_loss: 737.5872 | 
Epoch: 70 | train_loss: 674.8959 | segmentation_loss: 0.4950 | reconstruction_loss: 674.4010 | val_loss: 698.1419 | 
Epoch: 71 | train_loss: 659.9419 | segmentation_loss: 0.4823 | reconstruction_loss: 659.4597 | val_loss: 699.0671 | 
Epoch: 72 | train_loss: 662.5314 | segmentation_loss: 0.4695 | reconstruction_loss: 662.0620 | val_loss: 719.5823 | 
Epoch: 73 | train_loss: 661.7763 | segmentation_loss: 0.4586 | reconstruction_loss: 661.3178 | val_loss: 680.5670 | 
Epoch: 74 | train_loss: 646.7372 | segmentation_loss: 0.4498 | reconstruction_loss: 646.2875 | val_loss: 667.3824 | 
Epoch: 75 | train_loss: 644.8879 | segmentation_loss: 0.4377 | reconstruction_loss: 644.4502 | val_loss: 677.0488 | 
Epoch: 76 | train_loss: 632.5943 | segmentation_loss: 0.4279 | reconstruction_loss: 632.1664 | val_loss: 670.8814 | 
Epoch: 77 | train_loss: 641.6017 | segmentation_loss: 0.4184 | reconstruction_loss: 641.1833 | val_loss: 653.1019 | 
Epoch: 78 | train_loss: 628.2866 | segmentation_loss: 0.4121 | reconstruction_loss: 627.8745 | val_loss: 673.2523 | 
Epoch: 79 | train_loss: 631.5162 | segmentation_loss: 0.4050 | reconstruction_loss: 631.1111 | val_loss: 663.6123 | 
Epoch: 80 | train_loss: 621.2461 | segmentation_loss: 0.3943 | reconstruction_loss: 620.8519 | val_loss: 652.6428 | 
Epoch: 81 | train_loss: 621.2917 | segmentation_loss: 0.3874 | reconstruction_loss: 620.9044 | val_loss: 658.0939 | 
Epoch: 82 | train_loss: 620.3600 | segmentation_loss: 0.3781 | reconstruction_loss: 619.9819 | val_loss: 704.6398 | 
Epoch: 83 | train_loss: 615.4133 | segmentation_loss: 0.3711 | reconstruction_loss: 615.0422 | val_loss: 636.2393 | 
Epoch: 84 | train_loss: 620.4252 | segmentation_loss: 0.3614 | reconstruction_loss: 620.0638 | val_loss: 647.8448 | 
Epoch: 85 | train_loss: 600.7957 | segmentation_loss: 0.3543 | reconstruction_loss: 600.4415 | val_loss: 647.9631 | 
Epoch: 86 | train_loss: 600.4328 | segmentation_loss: 0.3460 | reconstruction_loss: 600.0867 | val_loss: 656.1163 | 
Epoch: 87 | train_loss: 595.3010 | segmentation_loss: 0.3392 | reconstruction_loss: 594.9619 | val_loss: 634.7819 | 
Epoch: 88 | train_loss: 598.6225 | segmentation_loss: 0.3338 | reconstruction_loss: 598.2886 | val_loss: 627.6178 | 
Epoch: 89 | train_loss: 596.8859 | segmentation_loss: 0.3276 | reconstruction_loss: 596.5582 | val_loss: 658.6909 | 
Epoch: 90 | train_loss: 589.9827 | segmentation_loss: 0.3203 | reconstruction_loss: 589.6625 | val_loss: 645.4548 | 
Epoch: 91 | train_loss: 588.1743 | segmentation_loss: 0.3135 | reconstruction_loss: 587.8610 | val_loss: 646.1347 | 
Epoch: 92 | train_loss: 581.7467 | segmentation_loss: 0.3054 | reconstruction_loss: 581.4414 | val_loss: 618.5713 | 
Epoch: 93 | train_loss: 576.3649 | segmentation_loss: 0.2991 | reconstruction_loss: 576.0659 | val_loss: 621.0793 | 
Epoch: 94 | train_loss: 575.1827 | segmentation_loss: 0.2944 | reconstruction_loss: 574.8884 | val_loss: 641.7167 | 
Epoch: 95 | train_loss: 582.6492 | segmentation_loss: 0.2890 | reconstruction_loss: 582.3602 | val_loss: 630.4621 | 
Epoch: 96 | train_loss: 567.1311 | segmentation_loss: 0.2823 | reconstruction_loss: 566.8486 | val_loss: 620.3467 | 
Epoch: 97 | train_loss: 575.3402 | segmentation_loss: 0.2781 | reconstruction_loss: 575.0621 | val_loss: 614.1676 | 
Epoch: 98 | train_loss: 559.8682 | segmentation_loss: 0.2735 | reconstruction_loss: 559.5947 | val_loss: 603.7911 | 
Epoch: 99 | train_loss: 561.7413 | segmentation_loss: 0.2673 | reconstruction_loss: 561.4740 | val_loss: 601.6405 | 
Epoch: 100 | train_loss: 573.2865 | segmentation_loss: 0.2620 | reconstruction_loss: 573.0246 | val_loss: 608.3606 | 
Epoch: 101 | train_loss: 553.5037 | segmentation_loss: 0.2573 | reconstruction_loss: 553.2463 | val_loss: 600.0992 | 
Epoch: 102 | train_loss: 545.4364 | segmentation_loss: 0.2528 | reconstruction_loss: 545.1836 | val_loss: 585.2666 | 
Epoch: 103 | train_loss: 544.9071 | segmentation_loss: 0.2478 | reconstruction_loss: 544.6592 | val_loss: 591.9000 | 
Epoch: 104 | train_loss: 535.2164 | segmentation_loss: 0.2449 | reconstruction_loss: 534.9714 | val_loss: 582.7802 | 
Epoch: 105 | train_loss: 543.2480 | segmentation_loss: 0.2420 | reconstruction_loss: 543.0061 | val_loss: 581.4272 | 
Epoch: 106 | train_loss: 531.7957 | segmentation_loss: 0.2366 | reconstruction_loss: 531.5591 | val_loss: 593.5570 | 
Epoch: 107 | train_loss: 540.4116 | segmentation_loss: 0.2332 | reconstruction_loss: 540.1783 | val_loss: 585.9502 | 
Epoch: 108 | train_loss: 533.2518 | segmentation_loss: 0.2298 | reconstruction_loss: 533.0221 | val_loss: 576.4702 | 
Epoch: 109 | train_loss: 525.7822 | segmentation_loss: 0.2278 | reconstruction_loss: 525.5544 | val_loss: 572.9009 | 
Epoch: 110 | train_loss: 524.4161 | segmentation_loss: 0.2247 | reconstruction_loss: 524.1914 | val_loss: 586.4229 | 
Epoch: 111 | train_loss: 519.5650 | segmentation_loss: 0.2210 | reconstruction_loss: 519.3439 | val_loss: 573.0138 | 
Epoch: 112 | train_loss: 513.4595 | segmentation_loss: 0.2164 | reconstruction_loss: 513.2431 | val_loss: 561.9318 | 
Epoch: 113 | train_loss: 525.5165 | segmentation_loss: 0.2141 | reconstruction_loss: 525.3024 | val_loss: 574.3943 | 
Epoch: 114 | train_loss: 511.3441 | segmentation_loss: 0.2097 | reconstruction_loss: 511.1344 | val_loss: 573.3933 | 
Epoch: 115 | train_loss: 504.9838 | segmentation_loss: 0.2042 | reconstruction_loss: 504.7795 | val_loss: 560.0858 | 
Epoch: 116 | train_loss: 511.1096 | segmentation_loss: 0.2009 | reconstruction_loss: 510.9087 | val_loss: 568.2115 | 
Epoch: 117 | train_loss: 506.3166 | segmentation_loss: 0.2004 | reconstruction_loss: 506.1162 | val_loss: 557.1594 | 
Epoch: 118 | train_loss: 498.7890 | segmentation_loss: 0.1970 | reconstruction_loss: 498.5920 | val_loss: 554.6019 | 
Epoch: 119 | train_loss: 495.8113 | segmentation_loss: 0.1922 | reconstruction_loss: 495.6190 | val_loss: 548.7680 | 
Epoch: 120 | train_loss: 493.0240 | segmentation_loss: 0.1894 | reconstruction_loss: 492.8345 | val_loss: 558.3830 | 
Epoch: 121 | train_loss: 498.9021 | segmentation_loss: 0.1888 | reconstruction_loss: 498.7133 | val_loss: 569.8426 | 
Epoch: 122 | train_loss: 494.2518 | segmentation_loss: 0.1862 | reconstruction_loss: 494.0656 | val_loss: 563.9715 | 
Epoch: 123 | train_loss: 495.3279 | segmentation_loss: 0.1847 | reconstruction_loss: 495.1432 | val_loss: 536.1081 | 
Epoch: 124 | train_loss: 496.0400 | segmentation_loss: 0.1834 | reconstruction_loss: 495.8565 | val_loss: 563.4491 | 
Epoch: 125 | train_loss: 491.6169 | segmentation_loss: 0.1825 | reconstruction_loss: 491.4344 | val_loss: 550.2763 | 
Epoch: 126 | train_loss: 490.9912 | segmentation_loss: 0.1810 | reconstruction_loss: 490.8102 | val_loss: 549.4092 | 
Epoch: 127 | train_loss: 476.9332 | segmentation_loss: 0.1761 | reconstruction_loss: 476.7571 | val_loss: 533.8806 | 
Epoch: 128 | train_loss: 474.6066 | segmentation_loss: 0.1751 | reconstruction_loss: 474.4316 | val_loss: 533.5003 | 
Epoch: 129 | train_loss: 473.2887 | segmentation_loss: 0.1724 | reconstruction_loss: 473.1163 | val_loss: 521.0230 | 
Epoch: 130 | train_loss: 477.3029 | segmentation_loss: 0.1700 | reconstruction_loss: 477.1328 | val_loss: 535.2094 | 
Epoch: 131 | train_loss: 470.1003 | segmentation_loss: 0.1669 | reconstruction_loss: 469.9333 | val_loss: 549.2091 | 
Epoch: 132 | train_loss: 487.7550 | segmentation_loss: 0.1654 | reconstruction_loss: 487.5897 | val_loss: 542.3757 | 
Epoch: 133 | train_loss: 473.9245 | segmentation_loss: 0.1647 | reconstruction_loss: 473.7598 | val_loss: 546.1878 | 
Epoch: 134 | train_loss: 475.8742 | segmentation_loss: 0.1650 | reconstruction_loss: 475.7091 | val_loss: 535.3283 | 
Epoch: 135 | train_loss: 477.1237 | segmentation_loss: 0.1633 | reconstruction_loss: 476.9604 | val_loss: 526.7298 | 
Epoch: 136 | train_loss: 469.3335 | segmentation_loss: 0.1604 | reconstruction_loss: 469.1731 | val_loss: 536.2812 | 
Epoch: 137 | train_loss: 460.5893 | segmentation_loss: 0.1590 | reconstruction_loss: 460.4303 | val_loss: 532.5054 | 
Epoch: 138 | train_loss: 460.9376 | segmentation_loss: 0.1558 | reconstruction_loss: 460.7817 | val_loss: 549.9724 | 
Epoch: 139 | train_loss: 461.8470 | segmentation_loss: 0.1538 | reconstruction_loss: 461.6933 | val_loss: 514.9056 | 
Epoch: 140 | train_loss: 450.9629 | segmentation_loss: 0.1518 | reconstruction_loss: 450.8112 | val_loss: 517.9646 | 
Epoch: 141 | train_loss: 453.0652 | segmentation_loss: 0.1515 | reconstruction_loss: 452.9137 | val_loss: 515.5125 | 
Epoch: 142 | train_loss: 453.9954 | segmentation_loss: 0.1540 | reconstruction_loss: 453.8413 | val_loss: 551.4235 | 
Epoch: 143 | train_loss: 455.7900 | segmentation_loss: 0.1576 | reconstruction_loss: 455.6324 | val_loss: 522.6639 | 
Epoch: 144 | train_loss: 451.1945 | segmentation_loss: 0.1493 | reconstruction_loss: 451.0451 | val_loss: 531.9818 | 
Epoch: 145 | train_loss: 450.5657 | segmentation_loss: 0.1472 | reconstruction_loss: 450.4185 | val_loss: 527.6990 | 
Epoch: 146 | train_loss: 445.2292 | segmentation_loss: 0.1453 | reconstruction_loss: 445.0838 | val_loss: 511.4438 | 
Epoch: 147 | train_loss: 444.9595 | segmentation_loss: 0.1443 | reconstruction_loss: 444.8152 | val_loss: 507.7617 | 
Epoch: 148 | train_loss: 438.6048 | segmentation_loss: 0.1426 | reconstruction_loss: 438.4622 | val_loss: 518.1725 | 
Epoch: 149 | train_loss: 435.8863 | segmentation_loss: 0.1416 | reconstruction_loss: 435.7446 | val_loss: 507.6934 | 
Epoch: 150 | train_loss: 433.1042 | segmentation_loss: 0.1386 | reconstruction_loss: 432.9657 | val_loss: 495.2825 | 
Epoch: 151 | train_loss: 432.8455 | segmentation_loss: 0.1372 | reconstruction_loss: 432.7083 | val_loss: 502.0146 | 
Epoch: 152 | train_loss: 432.0554 | segmentation_loss: 0.1376 | reconstruction_loss: 431.9178 | val_loss: 493.2099 | 
Epoch: 153 | train_loss: 429.1016 | segmentation_loss: 0.1364 | reconstruction_loss: 428.9651 | val_loss: 493.1635 | 
Epoch: 154 | train_loss: 423.8940 | segmentation_loss: 0.1364 | reconstruction_loss: 423.7576 | val_loss: 509.3889 | 
Epoch: 155 | train_loss: 430.7593 | segmentation_loss: 0.1341 | reconstruction_loss: 430.6253 | val_loss: 488.7303 | 
Epoch: 156 | train_loss: 424.0237 | segmentation_loss: 0.1322 | reconstruction_loss: 423.8914 | val_loss: 496.0026 | 
Epoch: 157 | train_loss: 420.1845 | segmentation_loss: 0.1328 | reconstruction_loss: 420.0517 | val_loss: 499.3431 | 
Epoch: 158 | train_loss: 459.2593 | segmentation_loss: 0.1389 | reconstruction_loss: 459.1205 | val_loss: 516.3701 | 
Epoch: 159 | train_loss: 431.7299 | segmentation_loss: 0.1357 | reconstruction_loss: 431.5943 | val_loss: 506.2348 | 
Epoch: 160 | train_loss: 416.2807 | segmentation_loss: 0.1307 | reconstruction_loss: 416.1500 | val_loss: 500.9863 | 
Epoch: 161 | train_loss: 413.5718 | segmentation_loss: 0.1283 | reconstruction_loss: 413.4435 | val_loss: 483.4193 | 
Epoch: 162 | train_loss: 411.2515 | segmentation_loss: 0.1288 | reconstruction_loss: 411.1228 | val_loss: 497.9834 | 
Epoch: 163 | train_loss: 416.7932 | segmentation_loss: 0.1292 | reconstruction_loss: 416.6639 | val_loss: 506.7844 | 
Epoch: 164 | train_loss: 415.6123 | segmentation_loss: 0.1289 | reconstruction_loss: 415.4834 | val_loss: 480.9558 | 
Epoch: 165 | train_loss: 404.3177 | segmentation_loss: 0.1259 | reconstruction_loss: 404.1917 | val_loss: 487.5046 | 
Epoch: 166 | train_loss: 406.7207 | segmentation_loss: 0.1242 | reconstruction_loss: 406.5966 | val_loss: 481.1839 | 
Epoch: 167 | train_loss: 405.1329 | segmentation_loss: 0.1231 | reconstruction_loss: 405.0099 | val_loss: 481.1747 | 
Epoch: 168 | train_loss: 401.7130 | segmentation_loss: 0.1218 | reconstruction_loss: 401.5912 | val_loss: 487.6950 | 
Epoch: 169 | train_loss: 414.5512 | segmentation_loss: 0.1249 | reconstruction_loss: 414.4263 | val_loss: 492.5345 | 
Epoch: 170 | train_loss: 409.7690 | segmentation_loss: 0.1269 | reconstruction_loss: 409.6422 | val_loss: 480.4480 | 
Epoch: 171 | train_loss: 402.2582 | segmentation_loss: 0.1241 | reconstruction_loss: 402.1341 | val_loss: 482.3055 | 
Epoch: 172 | train_loss: 400.3339 | segmentation_loss: 0.1227 | reconstruction_loss: 400.2112 | val_loss: 463.5203 | 
Epoch: 173 | train_loss: 398.5728 | segmentation_loss: 0.1203 | reconstruction_loss: 398.4525 | val_loss: 482.4946 | 
Epoch: 174 | train_loss: 395.0869 | segmentation_loss: 0.1190 | reconstruction_loss: 394.9679 | val_loss: 476.3967 | 
Epoch: 175 | train_loss: 395.2772 | segmentation_loss: 0.1186 | reconstruction_loss: 395.1587 | val_loss: 472.7173 | 
Epoch: 176 | train_loss: 403.1036 | segmentation_loss: 0.1216 | reconstruction_loss: 402.9820 | val_loss: 499.5360 | 
Epoch: 177 | train_loss: 395.4087 | segmentation_loss: 0.1211 | reconstruction_loss: 395.2876 | val_loss: 469.6784 | 
Epoch: 178 | train_loss: 390.2933 | segmentation_loss: 0.1166 | reconstruction_loss: 390.1767 | val_loss: 472.5921 | 
Epoch: 179 | train_loss: 389.4474 | segmentation_loss: 0.1159 | reconstruction_loss: 389.3314 | val_loss: 471.9276 | 
Epoch: 180 | train_loss: 387.1424 | segmentation_loss: 0.1154 | reconstruction_loss: 387.0270 | val_loss: 461.2255 | 
Epoch: 181 | train_loss: 385.8746 | segmentation_loss: 0.1146 | reconstruction_loss: 385.7601 | val_loss: 471.0075 | 
Epoch: 182 | train_loss: 382.6678 | segmentation_loss: 0.1168 | reconstruction_loss: 382.5510 | val_loss: 474.2399 | 
Epoch: 183 | train_loss: 378.6722 | segmentation_loss: 0.1147 | reconstruction_loss: 378.5576 | val_loss: 469.3755 | 
Epoch: 184 | train_loss: 388.3479 | segmentation_loss: 0.1162 | reconstruction_loss: 388.2317 | val_loss: 461.5147 | 
Epoch: 185 | train_loss: 382.8013 | segmentation_loss: 0.1142 | reconstruction_loss: 382.6871 | val_loss: 465.6256 | 
Epoch: 186 | train_loss: 380.8183 | segmentation_loss: 0.1134 | reconstruction_loss: 380.7049 | val_loss: 494.0646 | 
Epoch: 187 | train_loss: 387.1110 | segmentation_loss: 0.1155 | reconstruction_loss: 386.9955 | val_loss: 472.6331 | 
Epoch: 188 | train_loss: 378.9491 | segmentation_loss: 0.1121 | reconstruction_loss: 378.8370 | val_loss: 469.8826 | 
Epoch: 189 | train_loss: 375.4647 | segmentation_loss: 0.1110 | reconstruction_loss: 375.3537 | val_loss: 478.4647 | 
Epoch: 190 | train_loss: 377.5008 | segmentation_loss: 0.1104 | reconstruction_loss: 377.3904 | val_loss: 480.0354 | 
Epoch: 191 | train_loss: 378.6651 | segmentation_loss: 0.1099 | reconstruction_loss: 378.5552 | val_loss: 462.8499 | 
Epoch: 192 | train_loss: 369.8617 | segmentation_loss: 0.1093 | reconstruction_loss: 369.7524 | val_loss: 470.1072 | 
Epoch: 193 | train_loss: 370.3577 | segmentation_loss: 0.1090 | reconstruction_loss: 370.2487 | val_loss: 473.8643 | 
Epoch: 194 | train_loss: 367.8421 | segmentation_loss: 0.1081 | reconstruction_loss: 367.7339 | val_loss: 458.7028 | 
Epoch: 195 | train_loss: 362.2512 | segmentation_loss: 0.1069 | reconstruction_loss: 362.1443 | val_loss: 452.8245 | 
Epoch: 196 | train_loss: 364.4985 | segmentation_loss: 0.1075 | reconstruction_loss: 364.3910 | val_loss: 458.9015 | 
Epoch: 197 | train_loss: 362.6310 | segmentation_loss: 0.1066 | reconstruction_loss: 362.5244 | val_loss: 448.6034 | 
